,Theme,Company
152,통신장비,"['인포마크', '알엔투테크놀로지', '머큐리', '전파기지국', '케이엠더블유', '핸디소프트', '스카이문스테크놀로지', 'CS', '오이솔루션', '루멘스', '이노와이어리스', '에이스테크', '메탈라이프', 'RFHIC', '파이오링크', '다산네트웍스']"
153,광고,"['지투알', '지어소프트', '케어랩스', '에코마케팅']"
154,FinTech,"['NAVER', '카카오', '세틀뱅크', '웹케시', '한국정보통신', '라온시큐어', '한국정보인증', '아톤', 'SGA솔루션즈', 'SK']"
155,우주항공산업,"['한화', '대한항공', '한화에어로스페이스', '퍼스텍', '한양디지텍']"
156,치매,"['젬백스', '화일약품', '진양제약', '수젠텍', '고려제약', '모나리자', '에이비엘바이오', '씨티씨바이오', '엔에스엔']"
157,FPCB,"['타이거일렉', '필옵틱스', '삼성전기', '아모그린텍', '슈펙스비앤피', '시노펙스', '스타모빌리티', '자비스', '코리아써키트']"
158,MRO,"['이크레더블', '이상네트웍스']"
159,폐렴,"['체시스', '진양제약', '바디텍메드', '대상', '삼성전자', '동진쎄미켐', '로체시스템즈', '우정바이오', '국제약품', '일신바이오', '모나리자', '서린바이오', '진원생명과학', '이글벳', '고려제약', '파루', '진매트릭스', '삼성바이오로직스', '웰크론', '강원']"
160,풍력에너지,"['씨에스윈드', '스페코', '현진소재', '우림기계', '씨에스베어링', '두산중공업', '유니슨', '한일단조', '태웅', '한국조선해양', '삼강엠앤티', '케이피에프']"
161,GTX,['현대건설']
162,소매유통,"['신세계', '다나와', 'BGF리테일', '롯데쇼핑', 'CJ']"
163,전지,"['모베이스전자', '서연', '더블유에프엠', '삼성전자', '에코프로비엠', 'LG화학', '센트랄모텍', '삼성SDI', '포스코케미칼', '아이티엠반도체', '유안타증권']"
164,음압병동,['GH신소재']
165,디스플레,"['SKC', '필옵틱스', '경인양행', '코세스', '유티아이', 'SK머티리얼즈', '루멘스', '파인텍', '덕산하이메탈', '일진디스플', '동진쎄미켐', 'LG디스플레이', '톱텍', '아이컴포넌트', 'DMS', '상보', '에스에프에이', 'PI첨단소재', '덕산네오룩스']"
166,공기청정기,"['카스', '크린앤사이언스', '위니아딤채', '삼성전자', '웰크론']"
167,페인트,"['노루홀딩스', 'AK홀딩스']"
168,광물자원개발,"['삼영엠텍', '상보', '엘컴텍', 'SH에너지화학', '한국주강', '아진산업', '티플랙스', '한국내화', '포스코엠텍']"
169,의료기기,"['멕아이씨에스', '바디텍메드', '수젠텍', '한국비엔씨', '에이치엘비파워', '인트로메딕', '아이쓰리시스템', '코디엠', '인터로조', '바텍']"
170,생명보험,"['미래에셋생명', '삼성생명', '동양생명', '코리안리', '한화생명']"
171,프린터,"['맥스로텍', '한국테크놀로지', '휴림로봇', '하이비젼시스템', 'TPC']"
172,백화점,"['대구백화점', '베뉴지', '롯데쇼핑', '신세계', '현대백화점', '광주신세계', 'CJ']"
173,화학섬유,"['코오롱머티리얼', '성안', '티케이케미칼', '대한화섬', '효성티앤씨']"
174,REITs,"['에이리츠', '롯데리츠', 'NH프라임리츠', '신한알파리츠', '이리츠코크렙']"
175,사료,"['씨티씨바이오', '우진비앤지', '미래생명자원', '대한제당', '케이씨피드', '현대사료', '사조동아원', '한일사료', '고려산업', '이지바이오', '팜스토리', '팜스코', '한탑']"
176,전기자전거,"['삼성SDI', '만도', '파워로직스', '알톤스포츠', '삼천리자전거']"
177,공작기계,"['맥스로텍', 'GV', '화천기계', '넥스턴']"
178,액화석유가스,"['SK이노베이션', '흥구석유', '극동유화', '중앙에너비스', 'S-Oil']"
179,면세점,"['호텔신라', '하나투어', '신세계', '토니모리', '글로벌텍스프리']"
180,석유화학,"['SKC', 'LG화학', '태광산업', '효성화학', '동성화학', '롯데케미칼', 'SK이노베이션', '흥구석유']"
181,수소,"['뉴로스', '제이엔케이히터', '에스퓨얼셀', '풍국주정']"
182,스마트공장,"['맥스로텍', '비엠티', '삼익THK', '스맥', '코윈테크', '링크제니시스']"
183,게임,"['위메이드', 'SNK', '플레이위드', '지어소프트', '엔씨소프트', '넥슨지티', '옴니텔', '액토즈소프트', '네오위즈', '데브시스터즈', '이에스에이', '컴투스', '한빛소프트', '조이시티', '게임빌', '바른손이앤에이', '엠게임', '와이제이엠게임즈', '골프존', '드래곤플라이', '웹젠', '조이맥스', '엔텔스']"
184,pipe,"['코센', '유에스티', '세아제강', '삼강엠앤티', '동양철관']"
185,건설기계,"['삼원테크', '프리엠스', '동일금속', '서연탑메탈', '수산중공업', '두산인프라코어', '대창단조', '디와이파워', '진성티이씨', '두산밥캣']"
186,컴퓨팅,"['인프라웨어', 'SGA솔루션즈', '엑셈', '엔텔스', '안랩', '퓨전', '젬백스링크']"
187,이동통신,"['전파기지국', '유비쿼스', '피피아이', '에이스테크', '쏠리드', '서진시스템', '이수페타시스', '이노와이어리스', '웨이브일렉트로']"
188,시스템통합,"['아이크래프트', '데이타솔루션', '정원엔시스']"
189,KIOSK,"['케이씨에스', '윈스', 'SGA솔루션즈', '한네트', '푸른기술', '케이씨티', '비티원']"
190,적층세라믹콘덴서,"['아모텍', '코스모신소재', '대주전자재료', '네온테크', '삼성전기']"
191,콘크리트,"['보광산업', '엔피케이', 'SG']"
192,삼성페,"['이그잭스', '한국정보통신', '한솔테크닉스']"
193,웰스바이오,"['피씨엘', '랩지노믹스', '씨젠']"
194,반도체,"['텔레칩스', '고려시멘트', '삼성전자', '유니테스트', 'SK하이닉스', 'SK', '네패스', '한화시스템', 'DB하이텍', '테스', '셀트리온헬스케어', '원익IPS', '케이씨텍', '동진쎄미켐', '후성', '램테크놀러지']"
195,남북경협,"['한창', '남화토건', '좋은사람들', '경농', '재영솔루텍', '일신석재', '제이에스티나', '현대로템']"
196,종합상사,"['삼성물산', '효성티앤씨', '포스코인터내셔널']"
197,원자력발전,"['대우건설', '에스앤더블류', '한전기술', '한전KPS', '보성파워텍', '하이록코리아', '비엠티', '비에이치아이', '우진', '일진파워', '우리기술', '에너토크', '한양이엔지']"
198,금강산관광,['한창']
199,태양광에너지,"['윌링스', '혜인', '티씨케이', '유니테스트', 'OCI', '한화솔루션', '이건홀딩스', '아바코', '신성이엔지', '대성파인텍', '현대에너지솔루션']"
200,종합물류관련주,"['한솔로지스틱스', '한진']"
201,광역급행철,"['현대로템', '대아티아이']"
202,액화천연가스,"['엔케이', '이더블유케이', 'HSD엔진', '팬오션', '대창솔루션', '한진중공업', '대한해운', '삼강엠앤티', '비에이치아이']"
203,인터넷은행,"['엑셈', '드림시큐리티', 'NICE평가정보', 'KG모빌리언스', 'GS리테일', 'KG이니시스', '비케이탑스', '미래테크놀로지', '이글루시큐리티']"
204,낸드,"['유진테크', '유니테스트']"
205,배출권,"['이건산업', '휴켐스', '후성', '에코프로', '유니슨', '한솔홈데코']"
206,PCB생산,"['비에이치', '디에이피', '인터플렉스', '이녹스', '이수페타시스', '슈펙스비앤피', '삼성전기', 'LG이노텍', '에이엔피', '액트', '코리아써키트', '뉴프렉스', '대덕전자']"
207,LED산업,"['금호전기', '루미마이크로', 'LG이노텍', '일진디스플', '엘디티', '서울반도체', 'GV', '루멘스', '삼성전기', '빛샘전자', '파커스']"
208,수산주,"['사조대림', 'CJ씨푸드', '동원수산', '동원산업', '신라교역', '사조오양', '사조산업']"
209,주류,"['한국알콜', '하이트진로', 'MH에탄올', '풍국주정', '진로발효', '국순당', '무학', '하이트진로홀딩스', '보해양조']"
210,정보보안,"['윈스', '안랩', '이스트소프트', '시큐브', '라온시큐어', '엑셈', '이니텍', '한컴위드', '이글루시큐리티', 'SGA']"
211,바이오시밀러,"['에이프로젠제약', '한올바이오파마', '제넥신', '이수앱지스', '큐브앤컴퍼니', '한미약품', '셀트리온']"
212,보험,"['DB손해보험', '흥국화재', '한화생명', '현대해상', '한화손해보험', '동양생명', '롯데손해보험', '메리츠화재', '코리안리', '삼성생명']"
213,농업주,"['조비', '경농', 'KG케미칼', '효성오앤비', '한탑', '성보화학', '대동공업', '이지바이오', '농우바이오', '동방아그로', '아세아텍', '남해화학']"
214,LBS관련주,"['한양디지텍', '파트론', '팅크웨어', '아이오케이', '이루온', '지어소프트', '녹원씨엔아이']"
215,태양광,"['한국테크놀로지', 'SDN', '오성첨단소재', '신성이엔지', '에스엔유', '에스에너지', 'OCI', '주성엔지니어링', '한국철강', '티씨케이', '보락']"
216,패션,"['지엔코', '신세계인터내셔날', '한섬', '신성통상', '대현', '영원무역', '메타랩스', '진도', '코데즈컴바인', '한세실업', 'LF', '인디에프', '한세엠케이', 'SG세계물산', '신원']"
217,골드선물,['고려아연']
218,연말,"['이녹스첨단소재', '삼성전기', '호텔신라', '대한항공', 'SK', '현대글로비스', 'LG생활건강']"
219,항공,"['남화토건', '아시아나항공']"
220,흑사병,"['우정바이오', '이글벳', '보령제약', '삼성제약', '신풍제약', '국제약품', '웰크론', '종근당바이오', '인트론바이오', '삼성바이오로직스']"
221,미세먼지,"['웰크론', '위닉스', '유안타증권', 'KC코트렐', '오공', '케이엠', '에스앤씨엔진그룹', '한국콜마', '명성티엔에스', '테라젠이텍스', '하츠']"
222,미래차,"['테라셈', '베셀']"
223,돼지열병,"['이글벳', '마니커', '이지바이오', '세하', '유테크', '하림', '체시스', '더블유에프엠', '씨티씨바이오', '우진비앤지', '제일바이오', '우리손에프앤지', '마니커에프앤지', '신라에스지', '삼성전자', '윙입푸드', '하림지주', '대한제당', '진바이오텍', '태경산업', '팜스토리']"
224,경협,"['한창', '아난티']"
225,닭고기,"['하림', '마니커에프앤지', '마니커', '강원', '전방', '미래생명자원', '우성사료', '한일사료', '현대사료', '체리부로']"
226,4대강,['이화공영']
227,북한,"['푸른기술', '부산산업', '에코마이스터', '유신', '한창', '아난티', '일신석재']"
228,아프리카돼지열병,"['체시스', '이글벳', '진바이오텍', '하림', '우진비앤지', '씨티씨바이오', '제일바이오', '대성미생물', '우성사료', '마니커', '대신증권', 'NH투자증권', '정다운', '마니커에프앤지', '중앙백신', '신라에스지', '우리손에프앤지']"
229,DMZ,"['이화공영', '대창스틸', '자연과환경', '코아스', '삼륭물산']"
230,탄소섬유,"['모나미', '코오롱플라스틱', '대상', '신성통상', '아진산업']"
231,로저스,"['크리스탈신소재', '솔루에타', '국일제지', '엑사이엔씨', '상보']"
232,은선물,['고려아연']
233,보안,"['DB', 'ITX엠투엠', '지란지교시큐리티', '뉴지랩']"
234,덱사메타손,"['신일제약', '한올바이오파마', '휴메딕스', '대원제약', '부광약품', 'JW중외제약', '신풍제약', '국제약품', '영진약품', '경동제약', '일성신약', '동구바이오제약', '대한뉴팜', '환인제약', '명문제약', '화일약품', '바이오톡스텍', '우리들휴브레인', '아이큐어', '휴마시스']"
235,남북철,"['푸른기술', '현대로템', '대아티아이', '빅텍', '에코마이스터', '부산산업']"
236,클로로퀸,"['일성신약', '신풍제약', '화일약품', '비씨월드제약', '크리스탈', '텔콘RF제약', 'EDGC', '씨젠', '랩지노믹스', 'WI', '진양제약']"
237,렘데시비르,"['파미셀', '뉴지랩', 'SK케미칼', '제일약품', '진원생명과학', '신풍제약', '에스티팜', '엑세스바이오', '에이프로젠제약', '바이오니아', '엔지켐생명과학', 'SK하이닉스', '부광약품', '한올바이오파마']"
238,첨생법,"['파미셀', '프로스테믹스', '홈캐스트', '엠젠플러스']"
239,이뮨메드,"['우노앤컴퍼니', 'SV인베스트먼트', '마크로젠']"
240,랄록시펜,"['대한뉴팜', '에이프로젠제약', '신풍제약']"
241,언택트,"['카카오', '비트컴퓨터', '한진중공업', '아시아나항공', '지어소프트', '유비케어', '인성정보', '인프라웨어', '라온시큐어']"
242,나파모스타트,"['뉴지랩', 'SK케미칼', '종근당', '제일약품', '파미셀', '명문제약', '제일파마홀딩스', '씨젠', 'YBM넷', '동화기업']"
243,메트포르민,"['대한뉴팜', '신풍제약', '대웅제약']"
244,애플,"['센트랄모텍', '아모그린텍', 'LG이노텍', '이녹스첨단소재', '삼성전기', '세경하이테크', 'KH바텍', '삼성증권']"
245,닭,"['하림', '마니커']"
246,수소산업,['두산퓨얼셀']
247,드론,"['네온테크', '퍼스텍', '제이씨현시스템', '한화에어로스페이스', '엠씨넥스', '피씨디렉트', '해성옵틱스', '파트론']"
248,배터리,"['SK', '삼성전자', '삼성SDI']"
249,QR코드,['아이크래프트']
250,SK케미칼,"['제일약품', 'SK케미칼']"
251,재생에너지,"['씨에스윈드', '현대에너지솔루션', '신성이엔지']"
252,삼성,"['삼성전자', 'LG화학', 'LG생활건강', '국일제지', '삼성바이오로직스']"
253,우주선,['켄코아에어로스페이스']
254,방산,"['한일단조', '스페코', '빅텍']"
255,신재생에너지,['신성이엔지']
256,괴질,"['고려제약', '명문제약', '조아제약']"
257,디지털화폐,['케이씨티']
258,그린뉴딜,"['유니슨', '비츠로테크', 'LG화학', '삼성SDI', '풍국주정', '세종공업', '에코바이오', '한온시스템', '성창오토텍', '유비쿼스', '인스코비']"
259,원격의료,"['삼성전자', '인피니트헬스케어', '솔본', '인성정보', '비트컴퓨터', '나노엔텍', '유비케어', '소프트센', '아이센스', '뷰웍스']"
260,월드컵,"['팜스토리', '이지홀딩스', '이지바이오']"
261,옵티시스,['옵티시스']
262,BLU제조,"['삼진엘앤디', '이라이콤']"
263,정유,"['GS', 'S-Oil', 'SK이노베이션']"
264,비대면,"['카카오', '다산네트웍스']"
265,양자,['우리넷']
266,대북철,['대아티아이']
267,이낙연 황교안,"['한창제지', '남선알미늄']"
268,캠핑,['라이브플렉스']
269,qr코드,"['다날', '아이크래프트', '모베이스전자']"
270,혈장치료제,"['녹십자', '에스맥', '녹십자랩셀', '레몬']"
271,노바백스,"['씨젠', '오상자이엘']"
272,하이드록시클로로퀸,"['파미셀', '신풍제약', '화일약품', '비씨월드제약']"
273,전자인증,['한국정보인증']
274,비메모리,"['삼성전자', '원익IPS', '에스앤에스텍']"
275,소독제,"['한국알콜', 'MH에탄올']"
276,분유,"['매일유업', '남양유업']"
277,클라우드,"['파이오링크', '다우기술', '더존비즈온', '다우데이타', '미래테크놀로지']"
278,온라인교육,"['SK증권', '비상교육', '아이스크림에듀', '메가스터디', '메가엠디', 'NE능률', 'YBM넷']"
279,전자서명,"['드림시큐리티', '한국정보인증', '한국전자인증', '한국정보통신']"
280,빅데이터,['오픈베이스']
281,대한항공,"['한진칼', '대한항공', '한국공항']"
282,전자결제,"['KG모빌리언스', 'KG이니시스', '다날', '인포뱅크', '유안타증권', 'SBI핀테크솔루션즈']"
283,무인기기,['한국전자금융']
284,방사광가속기,"['다원시스', '비츠로테크']"
285,경제협력,"['빅텍', '에코마이스터', '부산산업', '남광토건', '도화엔지니어링']"
286,램데시비르,"['파미셀', '진원생명과학', '씨젠', '수젠텍', '바디텍메드']"
287,유비케어,"['유비케어', '인성정보', '아이센스']"
288,건설,"['삼호개발', '성신양회', '남광토건', '보광산업', '고려시멘트']"
289,에이프로젠,['에이프로젠제약']
290,신풍제약,"['파미셀', '일성신약', '신풍제약', '화일약품', '비씨월드제약']"
291,한국정보인증,"['드림시큐리티', '아톤', '라온시큐어', '한국전자인증', '한국정보인증', '한국정보통신']"
292,비접촉,"['코리아센터', '카페24', 'KG모빌리언스']"
293,로봇,"['로보티즈', '로보스타', '휴림로봇', '로보로보']"
294,스마트워크,['더존비즈온']
295,경협주,"['SK이노베이션', '흥구석유', 'S-Oil']"
296,시멘트,"['고려시멘트', '삼표시멘트']"
297,진단키트시약,['씨젠']
298,국제유,['SK이노베이션']
299,인공호흡기,"['씨유메디칼', '멕아이씨에스']"
300,지능형전력망,"['CS', '스맥', '코콤', '한전산업', '옴니시스템']"
301,카모스타트,"['명문제약', '제일약품']"
302,Graphene,"['쎄미시스코', '대유에이피', '크리스탈신소재', '경인양행']"
303,홈네트워크,['코맥스']
304,당뇨병,['에스피시스템스']
305,무역전쟁,"['샘표식품', '샘표']"
306,원격,"['이씨에스', '링네트']"
307,친환경,['삼천리자전거']
308,코오롱,['코오롱생명과학']
309,와파,"['아이즈비전', '머큐리']"
310,공공와파,"['아이즈비전', '머큐리']"
311,원유,"['신한', '흥구석유']"
312,비대면진료,"['인피니트헬스케어', '비트컴퓨터']"
313,이버멕틴,"['제일바이오', '신풍제약', '이글벳', '우성사료']"
314,음압병실,['GH신소재']
315,콘텐츠,"['캐리소프트', '삼성출판사']"
316,LCD,['한솔테크닉스']
317,한진,"['한진칼', '한진']"
318,알콜,['풍국주정']
319,손세정제,"['MH에탄올', '수젠텍', '한국알콜', '씨젠', '창해에탄올', '랩지노믹스', '진원생명과학']"
320,세정제,"['MH에탄올', '한국알콜', '창해에탄올']"
321,한진그룹,"['한진칼', '대한항공']"
322,병실,['우정바이오']
323,진단장비,['씨젠']
324,예방,"['바이넥스', '제넨바이오']"
325,진단키드,"['피씨엘', '미코', 'EDGC', '오상자이엘', '수젠텍', '랩지노믹스', '테라젠이텍스', '엔지켐생명과학', '안트로젠', '한프', '한국테크놀로지']"
326,폐질환,['멕아이씨에스']
327,통일교,"['일신석재', '일성건설', '용평리조트', '신흥']"
328,진단,['씨젠']
329,자율주행,"['모바일어플라이언스', '에스모']"
330,김빛내리,"['테라젠이텍스', '바이오니아']"
331,인공지능,"['백광산업', '가온미디어']"
332,말라리아,['신풍제약']
333,아지트로마이신,['국제약품']
334,한타바이러스,"['코미팜', '파루']"
335,혈장,['진양제약']
336,골판지,['대림제지']
337,택배,"['동방', '한익스프레스', '대림제지', '신대양제지', '아세아제지', 'CJ대한통운', '무림페이퍼']"
338,원전,"['오르비텍', '보성파워텍', '우리기술', '에너토크']"
339,테슬라,"['SK이노베이션', '계양전기', '삼성SDI', '센트랄모텍', 'LG화학', '아모그린텍', '엠에스오토텍', '영화금속']"
340,언팩,"['비에이치', 'OCI', '한샘']"
341,Z플립,"['상보', 'KH바텍', '삼성전기', '파인테크닉스']"
342,에탄올,"['창해에탄올', 'MH에탄올', '한국알콜']"
343,친환경차,"['창해에탄올', 'MH에탄올']"
344,방역,"['이글벳', '제일바이오', '파루']"
345,중국,"['아모레퍼시픽', '신세계', '호텔신라', 'LG생활건강', '대림제지', '대양제지', '키움증권']"
346,검진키트,"['피씨엘', '진원생명과학', '바디텍메드']"
347,라텍스,['코디엠']
348,펭수,"['유엔젤', '예스24']"
349,마스크의료기기,"['웰크론', '국제약품', '케이엠', '케이엠제약', '모나리자']"
350,호흡기,"['대한뉴팜', '파루']"
351,가상화폐,"['비덴트', '우리기술투자', 'SCI평가정보', '옴니텔']"
352,무선이어폰,['삼성전자']
353,일자리,['윌비스']
354,보건위생,['진매트릭스']
355,사스,"['고려제약', '파루']"
356,위생용품,['모나리자']
357,수소연료전지차,"['평화홀딩스', '평화산업', '지엠비코리아']"
358,데이터3법,"['유니셈', '엔씨소프트', '포스코엠텍']"
359,라텍스장갑,['코디엠']
360,3법,['웹케시']
361,방탄,['키이스트']
362,OLED,"['삼성전자', 'LG전자', '파워넷', '세미콘라이트']"
363,이어폰,['아이티엠반도체']
364,아시아나항공,"['미래에셋대우', 'HDC현대산업개발', '아시아나항공', 'HDC아이콘트롤스', '아시아나IDT', '에어부산', '금호산업', '신한지주']"
365,셀트리온,"['셀트리온헬스케어', '셀트리온']"
366,구리,"['이구산업', '대창']"
367,OTT,"['이에스에이', '스튜디오드래곤']"
368,미래에셋대우,"['금호산업', '아시아나항공']"
369,금호산업,"['애경산업', '금호산업', 'AK홀딩스', '아시아나항공', 'HDC현대산업개발']"
370,의약품,"['제일바이오', '알리코제약']"
371,애경산업,"['애경산업', 'HDC현대산업개발', '아시아나항공']"
372,김철민,['제일바이오']
373,아기상어,"['토박스코리아', '삼성출판사']"
374,항공화물운송,['한진']
375,폐기물,['인선이엔티']
376,의료정보시스템,['이지케어텍']
377,페니실린,['국제약품']
378,불화수소,['SK머티리얼즈']
379,가구,"['퍼시스', '한샘', '에넥스', '현대리바트']"
380,마이크로바이옴,['코오롱생명과학']
381,개구충제,['제일바이오']
382,알츠하이머,"['젬백스', '메디프론', '아이큐어', '메디포스트', '차바이오텍', '보령제약', '대웅제약']"
383,스마트스터디,['삼성출판사']
384,갤폴드,['삼성전자']
385,완구,"['손오공', '오로라']"
386,삼성출판사,"['토박스코리아', '삼성출판사']"
387,인테리어,"['한샘', '유안타증권']"
388,암호화폐,"['비덴트', '우리기술투자', 'SCI평가정보', '옴니텔']"
389,드라마,"['제이콘텐트리', 'SBS', '스튜디오드래곤', 'CJ']"
390,가금류,"['키움증권', '체리부로', '하림', '마니커', '정다운', '마니커에프앤지']"
391,마리화,"['오성첨단소재', '뉴프라이드']"
392,현대차,"['현대건설', '태영건설']"
393,현대車,['엔씨소프트']
394,동물의약품,['이글벳']
395,돼지고기,['팜스토리']
396,알벤다졸,"['화일약품', '지엘팜텍']"
397,양돈업계,"['이지바이오', '우리손에프앤지']"
398,농기계,"['유안타증권', '다원시스']"
399,열병,"['진바이오텍', '코리아에프티', '대성엘텍']"
400,원자력,['보성파워텍']
401,대체육,"['하림', '마니커에프앤지']"
402,증강현실,"['하이비젼시스템', '대덕전자', '나무가', '이수페타시스', '심텍']"
403,양돈,['우리손에프앤지']
404,입시,"['메가엠디', '메가스터디']"
405,돈육,"['팜스토리', '우리손에프앤지']"
406,대입,['메가엠디']
407,에칭가스,['이엔에프테크놀로지']
408,일본,"['동진쎄미켐', '후성', '램테크놀러지', '삼성전자', 'SK하이닉스']"
409,韓日,"['삼성전자', 'SK하이닉스']"
410,음식료품,['크라운제과']
411,수산물,"['CJ씨푸드', '사조대림', '신라에스지', '사조오양', '한성기업', '동원수산']"
412,건강기능식품,['한미약품']
413,웹툰,"['키다리스튜디오', '대원미디어', '미스터블루', '엔씨소프트', '디앤씨미디어']"
414,3D프린터,['하이비젼시스템']
415,속옷,['쌍방울']
416,ai,"['가온미디어', '휴림로봇', 'LG']"
417,출판,['미스터블루']
418,화이트리스트,['SK머티리얼즈']
419,상업서비스,['에스원']
420,수소시장,['현대자동차']
421,건축자재,['삼표시멘트']
422,PCB,['이수페타시스']
